"companies_number","companies_name","companies_name_url","companies_code","companies_code_url","companies_category","companies_sector","companies_sector_url"
"1","ALLIAR","https://www.ivalor.com.br/empresas/AALR","AALR3","https://www.ivalor.com.br/empresas/acoes/AALR3","Small Cap","Saúde","https://www.ivalor.com.br/empresas/listagem?setor=23"
"2","ABC BRASIL","https://www.ivalor.com.br/empresas/ABCB","ABCB4","https://www.ivalor.com.br/empresas/acoes/ABCB4","Small Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"3","AMBEV S/A","https://www.ivalor.com.br/empresas/ABEV","ABEV3","https://www.ivalor.com.br/empresas/acoes/ABEV3","Mega Cap","Consumo não Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=24"
"4","ADVANCED-DH","https://www.ivalor.com.br/empresas/ADHM","ADHM3","https://www.ivalor.com.br/empresas/acoes/ADHM3","Nano Cap","Saúde","https://www.ivalor.com.br/empresas/listagem?setor=23"
"5","AFLUENTE T","https://www.ivalor.com.br/empresas/AFLT","AFLT3","https://www.ivalor.com.br/empresas/acoes/AFLT3","Micro Cap","Utilidade Pública","https://www.ivalor.com.br/empresas/listagem?setor=25"
"6","BRASILAGRO","https://www.ivalor.com.br/empresas/AGRO","AGRO3","https://www.ivalor.com.br/empresas/acoes/AGRO3","Small Cap","Consumo não Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=24"
"7","SPTURIS","https://www.ivalor.com.br/empresas/AHEB","AHEB6","https://www.ivalor.com.br/empresas/acoes/AHEB6","Nano Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"8","ALPARGATAS","https://www.ivalor.com.br/empresas/ALPA","ALPA4","https://www.ivalor.com.br/empresas/acoes/ALPA4","Mid Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"9","ESTAPAR","https://www.ivalor.com.br/empresas/ALPK","ALPK3","https://www.ivalor.com.br/empresas/acoes/ALPK3","Small Cap","Bens Industriais","https://www.ivalor.com.br/empresas/listagem?setor=26"
"10","ALIANSCE","https://www.ivalor.com.br/empresas/ALSC","ALSC3","https://www.ivalor.com.br/empresas/acoes/ALSC3","Mid Cap","Financeiro e Outros","https://www.ivalor.com.br/empresas/listagem?setor=1"
"11","ALIANSCSONAE","https://www.ivalor.com.br/empresas/ALSO","ALSO3","https://www.ivalor.com.br/empresas/acoes/ALSO3","Mid Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"12","ALUPAR","https://www.ivalor.com.br/empresas/ALUP","ALUP4","https://www.ivalor.com.br/empresas/acoes/ALUP4","Mid Cap","Utilidade Pública","https://www.ivalor.com.br/empresas/listagem?setor=25"
"13","LOJAS MARISA","https://www.ivalor.com.br/empresas/AMAR","AMAR3","https://www.ivalor.com.br/empresas/acoes/AMAR3","Small Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"14","AMBIPAR","https://www.ivalor.com.br/empresas/AMBP","AMBP3","https://www.ivalor.com.br/empresas/acoes/AMBP3","Small Cap","Utilidade Pública","https://www.ivalor.com.br/empresas/listagem?setor=25"
"15","ANIMA","https://www.ivalor.com.br/empresas/ANIM","ANIM3","https://www.ivalor.com.br/empresas/acoes/ANIM3","Small Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"16","ALPER S.A.","https://www.ivalor.com.br/empresas/APER","APER3","https://www.ivalor.com.br/empresas/acoes/APER3","Micro Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"17","ALIPERTI","https://www.ivalor.com.br/empresas/APTI","APTI4","https://www.ivalor.com.br/empresas/acoes/APTI4","Nano Cap","Consumo não Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=24"
"18","AREZZO CO","https://www.ivalor.com.br/empresas/ARZZ","ARZZ3","https://www.ivalor.com.br/empresas/acoes/ARZZ3","Small Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"19","ATOMPAR","https://www.ivalor.com.br/empresas/ATOM","ATOM3","https://www.ivalor.com.br/empresas/acoes/ATOM3","Nano Cap","Outros","https://www.ivalor.com.br/empresas/listagem?setor=34"
"20","AURA 360","https://www.ivalor.com.br/empresas/AURA","AURA32","https://www.ivalor.com.br/empresas/acoes/AURA32","-","Materiais Básicos","https://www.ivalor.com.br/empresas/listagem?setor=29"
"21","AZEVEDO","https://www.ivalor.com.br/empresas/AZEV","AZEV4","https://www.ivalor.com.br/empresas/acoes/AZEV4","Nano Cap","Bens Industriais","https://www.ivalor.com.br/empresas/listagem?setor=26"
"22","AZUL","https://www.ivalor.com.br/empresas/AZUL","AZUL4","https://www.ivalor.com.br/empresas/acoes/AZUL4","Mid Cap","Bens Industriais","https://www.ivalor.com.br/empresas/listagem?setor=26"
"23","B3","https://www.ivalor.com.br/empresas/B3SA","B3SA3","https://www.ivalor.com.br/empresas/acoes/B3SA3","Big Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"24","BAHEMA","https://www.ivalor.com.br/empresas/BAHI","BAHI3","https://www.ivalor.com.br/empresas/acoes/BAHI3","Micro Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"25","BAUMER","https://www.ivalor.com.br/empresas/BALM","BALM4","https://www.ivalor.com.br/empresas/acoes/BALM4","Nano Cap","Saúde","https://www.ivalor.com.br/empresas/listagem?setor=23"
"26","EXCELSIOR","https://www.ivalor.com.br/empresas/BAUH","BAUH4","https://www.ivalor.com.br/empresas/acoes/BAUH4","Micro Cap","Consumo não Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=24"
"27","AMAZONIA","https://www.ivalor.com.br/empresas/BAZA","BAZA3","https://www.ivalor.com.br/empresas/acoes/BAZA3","Small Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"28","BRASIL","https://www.ivalor.com.br/empresas/BBAS","BBAS3","https://www.ivalor.com.br/empresas/acoes/BBAS3","Big Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"29","BRADESCO","https://www.ivalor.com.br/empresas/BBDC","BBDC4","https://www.ivalor.com.br/empresas/acoes/BBDC4","Mega Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"30","BBMLOGISTICA","https://www.ivalor.com.br/empresas/BBML","BBML3","https://www.ivalor.com.br/empresas/acoes/BBML3","-","Bens Industriais","https://www.ivalor.com.br/empresas/listagem?setor=26"
"31","BR BROKERS","https://www.ivalor.com.br/empresas/BBRK","BBRK3","https://www.ivalor.com.br/empresas/acoes/BBRK3","Nano Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"32","BBSEGURIDADE","https://www.ivalor.com.br/empresas/BBSE","BBSE3","https://www.ivalor.com.br/empresas/acoes/BBSE3","Big Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"33","BARDELLA","https://www.ivalor.com.br/empresas/BDLL","BDLL4","https://www.ivalor.com.br/empresas/acoes/BDLL4","Nano Cap","Bens Industriais","https://www.ivalor.com.br/empresas/listagem?setor=26"
"34","MINERVA","https://www.ivalor.com.br/empresas/BEEF","BEEF3","https://www.ivalor.com.br/empresas/acoes/BEEF3","Mid Cap","Consumo não Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=24"
"35","BANESTES","https://www.ivalor.com.br/empresas/BEES","BEES4","https://www.ivalor.com.br/empresas/acoes/BEES4","Small Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"36","BANESE","https://www.ivalor.com.br/empresas/BGIP","BGIP4","https://www.ivalor.com.br/empresas/acoes/BGIP4","Micro Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"37","BANCO INTER","https://www.ivalor.com.br/empresas/BIDI","BIDI4","https://www.ivalor.com.br/empresas/acoes/BIDI4","Mid Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"38","BIOMM","https://www.ivalor.com.br/empresas/BIOM","BIOM3","https://www.ivalor.com.br/empresas/acoes/BIOM3","Small Cap","Saúde","https://www.ivalor.com.br/empresas/listagem?setor=23"
"39","BK BRASIL","https://www.ivalor.com.br/empresas/BKBR","BKBR3","https://www.ivalor.com.br/empresas/acoes/BKBR3","Small Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"40","MERC BRASIL","https://www.ivalor.com.br/empresas/BMEB","BMEB4","https://www.ivalor.com.br/empresas/acoes/BMEB4","Micro Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"41","BANCO BMG","https://www.ivalor.com.br/empresas/BMGB","BMGB4","https://www.ivalor.com.br/empresas/acoes/BMGB4","Micro Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"42","MERC INVEST","https://www.ivalor.com.br/empresas/BMIN","BMIN4","https://www.ivalor.com.br/empresas/acoes/BMIN4","Nano Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"43","BIC MONARK","https://www.ivalor.com.br/empresas/BMKS","BMKS3","https://www.ivalor.com.br/empresas/acoes/BMKS3","Nano Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"44","NORD BRASIL","https://www.ivalor.com.br/empresas/BNBR","BNBR3","https://www.ivalor.com.br/empresas/acoes/BNBR3","Mid Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"45","BOMBRIL","https://www.ivalor.com.br/empresas/BOBR","BOBR4","https://www.ivalor.com.br/empresas/acoes/BOBR4","Micro Cap","Consumo não Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=24"
"46","BTGP BANCO","https://www.ivalor.com.br/empresas/BPAC","BPAC5","https://www.ivalor.com.br/empresas/acoes/BPAC5","Big Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"47","BANCO PAN","https://www.ivalor.com.br/empresas/BPAN","BPAN4","https://www.ivalor.com.br/empresas/acoes/BPAN4","Small Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"48","BANPARA","https://www.ivalor.com.br/empresas/BPAR","BPAR3","https://www.ivalor.com.br/empresas/acoes/BPAR3","Small Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"49","BR PHARMA","https://www.ivalor.com.br/empresas/BPHA","BPHA3","https://www.ivalor.com.br/empresas/acoes/BPHA3","Nano Cap","Saúde","https://www.ivalor.com.br/empresas/listagem?setor=23"
"50","BRADESPAR","https://www.ivalor.com.br/empresas/BRAP","BRAP4","https://www.ivalor.com.br/empresas/acoes/BRAP4","Mid Cap","Materiais Básicos","https://www.ivalor.com.br/empresas/listagem?setor=29"
"51","PETROBRAS BR","https://www.ivalor.com.br/empresas/BRDT","BRDT3","https://www.ivalor.com.br/empresas/acoes/BRDT3","Mid Cap","Petróleo. Gás e Biocombustíveis","https://www.ivalor.com.br/empresas/listagem?setor=30"
"52","BRF SA","https://www.ivalor.com.br/empresas/BRFS","BRFS3","https://www.ivalor.com.br/empresas/acoes/BRFS3","Mid Cap","Consumo não Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=24"
"53","ALFA CONSORC","https://www.ivalor.com.br/empresas/BRGE","BRGE8","https://www.ivalor.com.br/empresas/acoes/BRGE8","Micro Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"54","ALFA INVEST","https://www.ivalor.com.br/empresas/BRIV","BRIV4","https://www.ivalor.com.br/empresas/acoes/BRIV4","Micro Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"55","BRASKEM","https://www.ivalor.com.br/empresas/BRKM","BRKM6","https://www.ivalor.com.br/empresas/acoes/BRKM6","Mid Cap","Materiais Básicos","https://www.ivalor.com.br/empresas/listagem?setor=29"
"56","BR MALLS PAR","https://www.ivalor.com.br/empresas/BRML","BRML3","https://www.ivalor.com.br/empresas/acoes/BRML3","Mid Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"57","BR PROPERT","https://www.ivalor.com.br/empresas/BRPR","BRPR3","https://www.ivalor.com.br/empresas/acoes/BRPR3","Small Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"58","BRQ","https://www.ivalor.com.br/empresas/BRQB","BRQB3","https://www.ivalor.com.br/empresas/acoes/BRQB3","-","Tecnologia da Informação","https://www.ivalor.com.br/empresas/listagem?setor=31"
"59","BANRISUL","https://www.ivalor.com.br/empresas/BRSR","BRSR6","https://www.ivalor.com.br/empresas/acoes/BRSR6","Mid Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"60","BIOSEV","https://www.ivalor.com.br/empresas/BSEV","BSEV3","https://www.ivalor.com.br/empresas/acoes/BSEV3","Small Cap","Consumo não Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=24"
"61","BRB BANCO","https://www.ivalor.com.br/empresas/BSLI","BSLI4","https://www.ivalor.com.br/empresas/acoes/BSLI4","Mid Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"62","B2W DIGITAL","https://www.ivalor.com.br/empresas/BTOW","BTOW3","https://www.ivalor.com.br/empresas/acoes/BTOW3","Big Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"63","BATTISTELLA","https://www.ivalor.com.br/empresas/BTTL","BTTL3","https://www.ivalor.com.br/empresas/acoes/BTTL3","Nano Cap","Bens Industriais","https://www.ivalor.com.br/empresas/listagem?setor=26"
"64","CONST A LIND","https://www.ivalor.com.br/empresas/CALI","CALI4","https://www.ivalor.com.br/empresas/acoes/CALI4","Nano Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"65","CAMBUCI","https://www.ivalor.com.br/empresas/CAMB","CAMB3","https://www.ivalor.com.br/empresas/acoes/CAMB3","Nano Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"66","CAMIL","https://www.ivalor.com.br/empresas/CAML","CAML3","https://www.ivalor.com.br/empresas/acoes/CAML3","Small Cap","Consumo não Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=24"
"67","CSU CARDSYST","https://www.ivalor.com.br/empresas/CARD","CARD3","https://www.ivalor.com.br/empresas/acoes/CARD3","Micro Cap","Bens Industriais","https://www.ivalor.com.br/empresas/listagem?setor=26"
"68","CASAN","https://www.ivalor.com.br/empresas/CASN","CASN4","https://www.ivalor.com.br/empresas/acoes/CASN4","Mid Cap","Utilidade Pública","https://www.ivalor.com.br/empresas/listagem?setor=25"
"69","IND CATAGUAS","https://www.ivalor.com.br/empresas/CATA","CATA4","https://www.ivalor.com.br/empresas/acoes/CATA4","-","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"70","AMPLA ENERG","https://www.ivalor.com.br/empresas/CBEE","CBEE3","https://www.ivalor.com.br/empresas/acoes/CBEE3","Small Cap","Utilidade Pública","https://www.ivalor.com.br/empresas/listagem?setor=25"
"71","CYRE COM-CCP","https://www.ivalor.com.br/empresas/CCPR","CCPR3","https://www.ivalor.com.br/empresas/acoes/CCPR3","Small Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"72","CCR SA","https://www.ivalor.com.br/empresas/CCRO","CCRO3","https://www.ivalor.com.br/empresas/acoes/CCRO3","Big Cap","Bens Industriais","https://www.ivalor.com.br/empresas/listagem?setor=26"
"73","CCX CARVAO","https://www.ivalor.com.br/empresas/CCXC","CCXC3","https://www.ivalor.com.br/empresas/acoes/CCXC3","Nano Cap","Financeiro e Outros","https://www.ivalor.com.br/empresas/listagem?setor=1"
"74","CEA MODAS","https://www.ivalor.com.br/empresas/CEAB","CEAB3","https://www.ivalor.com.br/empresas/acoes/CEAB3","Small Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"75","CEB","https://www.ivalor.com.br/empresas/CEBR","CEBR6","https://www.ivalor.com.br/empresas/acoes/CEBR6","Small Cap","Utilidade Pública","https://www.ivalor.com.br/empresas/listagem?setor=25"
"76","CEDRO","https://www.ivalor.com.br/empresas/CEDO","CEDO4","https://www.ivalor.com.br/empresas/acoes/CEDO4","Nano Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"77","COELBA","https://www.ivalor.com.br/empresas/CEEB","CEEB6","https://www.ivalor.com.br/empresas/acoes/CEEB6","Mid Cap","Utilidade Pública","https://www.ivalor.com.br/empresas/listagem?setor=25"
"78","CEEE-D","https://www.ivalor.com.br/empresas/CEED","CEED4","https://www.ivalor.com.br/empresas/acoes/CEED4","Micro Cap","Utilidade Pública","https://www.ivalor.com.br/empresas/listagem?setor=25"
"79","CEG","https://www.ivalor.com.br/empresas/CEGR","CEGR3","https://www.ivalor.com.br/empresas/acoes/CEGR3","Mid Cap","Utilidade Pública","https://www.ivalor.com.br/empresas/listagem?setor=25"
"80","CELPE","https://www.ivalor.com.br/empresas/CEPE","CEPE6","https://www.ivalor.com.br/empresas/acoes/CEPE6","Small Cap","Utilidade Pública","https://www.ivalor.com.br/empresas/listagem?setor=25"
"81","CESP","https://www.ivalor.com.br/empresas/CESP","CESP6","https://www.ivalor.com.br/empresas/acoes/CESP6","Mid Cap","Utilidade Pública","https://www.ivalor.com.br/empresas/listagem?setor=25"
"82","COMGAS","https://www.ivalor.com.br/empresas/CGAS","CGAS5","https://www.ivalor.com.br/empresas/acoes/CGAS5","Mid Cap","Utilidade Pública","https://www.ivalor.com.br/empresas/listagem?setor=25"
"83","GRAZZIOTIN","https://www.ivalor.com.br/empresas/CGRA","CGRA4","https://www.ivalor.com.br/empresas/acoes/CGRA4","Micro Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"84","CIELO","https://www.ivalor.com.br/empresas/CIEL","CIEL3","https://www.ivalor.com.br/empresas/acoes/CIEL3","Mid Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"85","CELESC","https://www.ivalor.com.br/empresas/CLSC","CLSC4","https://www.ivalor.com.br/empresas/acoes/CLSC4","Small Cap","Utilidade Pública","https://www.ivalor.com.br/empresas/listagem?setor=25"
"86","CEMIG","https://www.ivalor.com.br/empresas/CMIG","CMIG4","https://www.ivalor.com.br/empresas/acoes/CMIG4","Mid Cap","Utilidade Pública","https://www.ivalor.com.br/empresas/listagem?setor=25"
"87","CIMS","https://www.ivalor.com.br/empresas/CMSA","CMSA4","https://www.ivalor.com.br/empresas/acoes/CMSA4","-","Outros","https://www.ivalor.com.br/empresas/listagem?setor=34"
"88","CINESYSTEM","https://www.ivalor.com.br/empresas/CNSY","CNSY3","https://www.ivalor.com.br/empresas/acoes/CNSY3","-","Comunicações","https://www.ivalor.com.br/empresas/listagem?setor=35"
"89","CENTAURO","https://www.ivalor.com.br/empresas/CNTO","CNTO3","https://www.ivalor.com.br/empresas/acoes/CNTO3","Mid Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"90","COELCE","https://www.ivalor.com.br/empresas/COCE","COCE6","https://www.ivalor.com.br/empresas/acoes/COCE6","Small Cap","Utilidade Pública","https://www.ivalor.com.br/empresas/listagem?setor=25"
"91","COGNA ON","https://www.ivalor.com.br/empresas/COGN","COGN3","https://www.ivalor.com.br/empresas/acoes/COGN3","Mid Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"92","COR RIBEIRO","https://www.ivalor.com.br/empresas/CORR","CORR4","https://www.ivalor.com.br/empresas/acoes/CORR4","Nano Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"93","CPFL ENERGIA","https://www.ivalor.com.br/empresas/CPFE","CPFE3","https://www.ivalor.com.br/empresas/acoes/CPFE3","Big Cap","Utilidade Pública","https://www.ivalor.com.br/empresas/listagem?setor=25"
"94","COPEL","https://www.ivalor.com.br/empresas/CPLE","CPLE6","https://www.ivalor.com.br/empresas/acoes/CPLE6","Mid Cap","Utilidade Pública","https://www.ivalor.com.br/empresas/listagem?setor=25"
"95","CR2","https://www.ivalor.com.br/empresas/CRDE","CRDE3","https://www.ivalor.com.br/empresas/acoes/CRDE3","Nano Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"96","CARREFOUR BR","https://www.ivalor.com.br/empresas/CRFB","CRFB3","https://www.ivalor.com.br/empresas/acoes/CRFB3","Big Cap","Consumo não Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=24"
"97","ALFA FINANC","https://www.ivalor.com.br/empresas/CRIV","CRIV4","https://www.ivalor.com.br/empresas/acoes/CRIV4","Micro Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"98","CRISTAL","https://www.ivalor.com.br/empresas/CRPG","CRPG6","https://www.ivalor.com.br/empresas/acoes/CRPG6","Micro Cap","Materiais Básicos","https://www.ivalor.com.br/empresas/listagem?setor=29"
"99","SEG AL BAHIA","https://www.ivalor.com.br/empresas/CSAB","CSAB4","https://www.ivalor.com.br/empresas/acoes/CSAB4","Micro Cap","Financeiro","https://www.ivalor.com.br/empresas/listagem?setor=33"
"100","COSAN","https://www.ivalor.com.br/empresas/CSAN","CSAN3","https://www.ivalor.com.br/empresas/acoes/CSAN3","Big Cap","Petróleo. Gás e Biocombustíveis","https://www.ivalor.com.br/empresas/listagem?setor=30"
"101","COPASA","https://www.ivalor.com.br/empresas/CSMG","CSMG3","https://www.ivalor.com.br/empresas/acoes/CSMG3","Mid Cap","Utilidade Pública","https://www.ivalor.com.br/empresas/listagem?setor=25"
"102","SID NACIONAL","https://www.ivalor.com.br/empresas/CSNA","CSNA3","https://www.ivalor.com.br/empresas/acoes/CSNA3","Mid Cap","Materiais Básicos","https://www.ivalor.com.br/empresas/listagem?setor=29"
"103","COSERN","https://www.ivalor.com.br/empresas/CSRN","CSRN6","https://www.ivalor.com.br/empresas/acoes/CSRN6","Small Cap","Utilidade Pública","https://www.ivalor.com.br/empresas/listagem?setor=25"
"104","CTC S.A.","https://www.ivalor.com.br/empresas/CTCA","CTCA3","https://www.ivalor.com.br/empresas/acoes/CTCA3","-","Consumo não Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=24"
"105","KARSTEN","https://www.ivalor.com.br/empresas/CTKA","CTKA4","https://www.ivalor.com.br/empresas/acoes/CTKA4","Nano Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"106","COTEMINAS","https://www.ivalor.com.br/empresas/CTNM","CTNM4","https://www.ivalor.com.br/empresas/acoes/CTNM4","Micro Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"107","SANTANENSE","https://www.ivalor.com.br/empresas/CTSA","CTSA8","https://www.ivalor.com.br/empresas/acoes/CTSA8","Nano Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"108","CURY S/A","https://www.ivalor.com.br/empresas/CURY","CURY3","https://www.ivalor.com.br/empresas/acoes/CURY3","Small Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"109","CVC BRASIL","https://www.ivalor.com.br/empresas/CVCB","CVCB3","https://www.ivalor.com.br/empresas/acoes/CVCB3","Small Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"110","CYRELA REALT","https://www.ivalor.com.br/empresas/CYRE","CYRE3","https://www.ivalor.com.br/empresas/acoes/CYRE3","Mid Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"111","DASA","https://www.ivalor.com.br/empresas/DASA","DASA3","https://www.ivalor.com.br/empresas/acoes/DASA3","Big Cap","Saúde","https://www.ivalor.com.br/empresas/listagem?setor=23"
"112","DIRECIONAL","https://www.ivalor.com.br/empresas/DIRR","DIRR3","https://www.ivalor.com.br/empresas/acoes/DIRR3","Small Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"113","DOMMO","https://www.ivalor.com.br/empresas/DMMO","DMMO3","https://www.ivalor.com.br/empresas/acoes/DMMO3","Micro Cap","Petróleo. Gás e Biocombustíveis","https://www.ivalor.com.br/empresas/listagem?setor=30"
"114","D1000VFARMA","https://www.ivalor.com.br/empresas/DMVF","DMVF3","https://www.ivalor.com.br/empresas/acoes/DMVF3","Micro Cap","Saúde","https://www.ivalor.com.br/empresas/listagem?setor=23"
"115","DOHLER","https://www.ivalor.com.br/empresas/DOHL","DOHL4","https://www.ivalor.com.br/empresas/acoes/DOHL4","Small Cap","Consumo Cíclico","https://www.ivalor.com.br/empresas/listagem?setor=27"
"116","DTCOM-DIRECT","https://www.ivalor.com.br/empresas/DTCY","DTCY4","https://www.ivalor.com.br/empresas/acoes/DTCY4","Nano Cap","Bens Industriais","https://www.ivalor.com.br/empresas/listagem?setor=26"
